User_ID,Income,Transaction_ID,Reason,Amount_Spent,Date,Category,Total_Spent,Available_Amount,Can_Spent,Validate
11,24909,130,Travel,147,2024-09-22 02:01:15.642422,Bad,22145,2764,110,True
11,24909,131,Utilities,692,2024-09-23 02:01:15.642422,Bad,22837,2072,414,True
11,24909,132,Clothing,63,2024-09-26 02:01:15.642422,Good,22900,2009,100,True
11,24909,133,Mall,116,2024-09-27 02:01:15.642422,Bad,23016,1893,94,True
11,24909,134,Groceries,774,2024-09-27 02:01:15.642422,Bad,23790,1119,335,True
11,24909,135,Travel,380,2024-09-28 02:01:15.642422,Bad,24170,739,29,True
11,24909,136,Health,63,2024-09-29 02:01:15.642422,Good,24233,676,135,True
11,24909,137,Clothing,517,2024-09-30 02:01:15.642422,Bad,24750,159,7,True
11,24909,138,Clothing,623,2024-10-01 02:01:15.642422,Good,623,24286,1214,True
11,24909,139,Health,535,2024-10-02 02:01:15.642422,Good,1158,23751,4750,True
11,24909,140,Dining Out,1139,2024-10-03 02:01:15.642422,Bad,2297,22612,1130,True
11,24909,141,Mall,481,2024-10-04 02:01:15.642422,Good,2778,22131,1106,True
11,24909,142,Clothing,1581,2024-10-05 02:01:15.642422,Bad,4359,20550,1027,True
11,24909,143,Health,2362,2024-10-05 02:01:15.642422,Good,6721,18188,3637,True
11,24909,144,Health,112,2024-10-07 02:01:15.642422,Good,6833,18076,3615,True
11,24909,145,Travel,652,2024-10-08 02:01:15.642422,Good,7485,17424,696,True
11,24909,146,Dining Out,1211,2024-10-08 02:01:15.642422,Bad,8696,16213,810,True
12,27602,1,Health,4133,2024-04-11 02:01:15.642422,Good,4133,23469,4693,True
12,27602,2,Mall,1117,2024-04-12 02:01:15.642422,Good,5250,22352,1117,True
12,27602,3,Dining Out,1604,2024-04-13 02:01:15.642422,Bad,6854,20748,1037,True
12,27602,4,Clothing,786,2024-04-20 02:01:15.642422,Good,7640,19962,998,True
12,27602,5,Entertainment,1560,2024-04-20 02:01:15.642422,Good,9200,18402,1840,True
12,27602,6,Education,2401,2024-04-21 02:01:15.642422,Bad,11601,16001,2400,True
12,27602,7,Travel,19,2024-04-22 02:01:15.642422,Good,11620,15982,639,True
12,27602,8,Utilities,1085,2024-04-22 02:01:15.642422,Good,12705,14897,2979,True
12,27602,9,Entertainment,284,2024-04-23 02:01:15.642422,Good,12989,14613,1461,True
12,27602,10,Mall,508,2024-04-23 02:01:15.642422,Good,13497,14105,705,True
12,27602,11,Health,2414,2024-04-28 02:01:15.642422,Bad,15911,11691,2338,True
12,27602,12,Clothing,892,2024-04-28 02:01:15.642422,Bad,16803,10799,539,True
12,27602,13,Utilities,525,2024-05-02 02:01:15.642422,Good,525,27077,5415,True
12,27602,14,Groceries,6588,2024-05-02 02:01:15.642422,Bad,7113,20489,6146,True
12,27602,15,Dining Out,263,2024-05-02 02:01:15.642422,Good,7376,20226,1011,True
12,27602,16,Clothing,86,2024-05-02 02:01:15.642422,Good,7462,20140,1007,True
12,27602,17,Entertainment,1949,2024-05-04 02:01:15.642422,Bad,9411,18191,1819,True
12,27602,18,Travel,1118,2024-05-04 02:01:15.642422,Bad,10529,17073,682,True
12,27602,19,Travel,725,2024-05-04 02:01:15.642422,Bad,11254,16348,653,True
12,27602,20,Health,2703,2024-05-10 02:01:15.642422,Good,13957,13645,2729,True
12,27602,21,Clothing,567,2024-05-10 02:01:15.642422,Good,14524,13078,653,True
12,27602,22,Groceries,4114,2024-05-11 02:01:15.642422,Bad,18638,8964,2689,True
12,27602,23,Utilities,74,2024-05-11 02:01:15.642422,Good,18712,8890,1778,True
12,27602,24,Health,1602,2024-05-12 02:01:15.642422,Bad,20314,7288,1457,True
12,27602,25,Education,95,2024-05-13 02:01:15.642422,Good,20409,7193,1078,True
12,27602,26,Health,353,2024-05-15 02:01:15.642422,Good,20762,6840,1368,True
12,27602,27,Dining Out,207,2024-05-18 02:01:15.642422,Good,20969,6633,331,True
12,27602,28,Education,1051,2024-05-20 02:01:15.642422,Bad,22020,5582,837,True
12,27602,29,Mall,26,2024-05-21 02:01:15.642422,Good,22046,5556,277,True
12,27602,30,Dining Out,435,2024-05-21 02:01:15.642422,Bad,22481,5121,256,True
12,27602,31,Entertainment,150,2024-05-21 02:01:15.642422,Good,22631,4971,497,True
12,27602,32,Utilities,951,2024-05-22 02:01:15.642422,Bad,23582,4020,804,True
12,27602,33,Groceries,166,2024-05-23 02:01:15.642422,Good,23748,3854,1156,True
12,27602,34,Clothing,685,2024-05-23 02:01:15.642422,Bad,24433,3169,158,True
12,27602,35,Clothing,634,2024-05-24 02:01:15.642422,Bad,25067,2535,126,True
12,27602,36,Health,406,2024-05-24 02:01:15.642422,Good,25473,2129,425,True
12,27602,37,Utilities,567,2024-05-26 02:01:15.642422,Bad,26040,1562,312,True
12,27602,38,Education,565,2024-05-26 02:01:15.642422,Bad,26605,997,149,True
12,27602,39,Entertainment,521,2024-05-29 02:01:15.642422,Bad,27126,476,47,True
12,27602,40,Entertainment,355,2024-05-31 02:01:15.642422,Bad,27481,121,12,True
12,27602,41,Health,172,2024-06-02 02:01:15.642422,Good,172,27430,5486,True
12,27602,42,Education,1880,2024-06-03 02:01:15.642422,Good,2052,25550,3832,True
12,27602,43,Clothing,1419,2024-06-04 02:01:15.642422,Bad,3471,24131,1206,True
12,27602,44,Clothing,1332,2024-06-06 02:01:15.642422,Bad,4803,22799,1139,True
12,27602,45,Entertainment,1928,2024-06-07 02:01:15.642422,Good,6731,20871,2087,True
12,27602,46,Dining Out,561,2024-06-08 02:01:15.642422,Good,7292,20310,1015,True
12,27602,47,Clothing,865,2024-06-09 02:01:15.642422,Good,8157,19445,972,True
12,27602,48,Groceries,4184,2024-06-09 02:01:15.642422,Good,12341,15261,4578,True
12,27602,49,Travel,612,2024-06-10 02:01:15.642422,Bad,12953,14649,585,True
12,27602,50,Health,2298,2024-06-10 02:01:15.642422,Good,15251,12351,2470,True
12,27602,51,Entertainment,976,2024-06-11 02:01:15.642422,Good,16227,11375,1137,True
12,27602,52,Dining Out,880,2024-06-11 02:01:15.642422,Bad,17107,10495,524,True
12,27602,53,Groceries,364,2024-06-11 02:01:15.642422,Good,17471,10131,3039,True
12,27602,54,Utilities,1530,2024-06-14 02:01:15.642422,Good,19001,8601,1720,True
12,27602,55,Health,933,2024-06-14 02:01:15.642422,Good,19934,7668,1533,True
12,27602,56,Utilities,1833,2024-06-18 02:01:15.642422,Bad,21767,5835,1167,True
12,27602,57,Mall,207,2024-06-19 02:01:15.642422,Good,21974,5628,281,True
12,27602,58,Travel,702,2024-06-19 02:01:15.642422,Bad,22676,4926,197,True
12,27602,59,Health,714,2024-06-20 02:01:15.642422,Good,23390,4212,842,True
12,27602,60,Entertainment,471,2024-06-22 02:01:15.642422,Bad,23861,3741,374,True
12,27602,61,Mall,498,2024-06-22 02:01:15.642422,Bad,24359,3243,162,True
12,27602,62,Clothing,551,2024-06-25 02:01:15.642422,Bad,24910,2692,134,True
12,27602,63,Clothing,584,2024-06-28 02:01:15.642422,Bad,25494,2108,105,True
12,27602,64,Dining Out,133,2024-06-28 02:01:15.642422,Bad,25627,1975,98,True
12,27602,65,Dining Out,1572,2024-07-01 02:01:15.642422,Bad,1572,26030,1301,True
12,27602,66,Clothing,1702,2024-07-01 02:01:15.642422,Bad,3274,24328,1216,True
12,27602,67,Groceries,3882,2024-07-02 02:01:15.642422,Good,7156,20446,6133,True
12,27602,68,Mall,364,2024-07-03 02:01:15.642422,Good,7520,20082,1004,True
12,27602,69,Clothing,1258,2024-07-03 02:01:15.642422,Bad,8778,18824,941,True
12,27602,70,Dining Out,1090,2024-07-03 02:01:15.642422,Bad,9868,17734,886,True
12,27602,71,Entertainment,16,2024-07-04 02:01:15.642422,Good,9884,17718,1771,True
12,27602,72,Clothing,1358,2024-07-07 02:01:15.642422,Bad,11242,16360,818,True
12,27602,73,Entertainment,223,2024-07-08 02:01:15.642422,Good,11465,16137,1613,True
12,27602,74,Utilities,2365,2024-07-09 02:01:15.642422,Good,13830,13772,2754,True
12,27602,75,Health,993,2024-07-12 02:01:15.642422,Good,14823,12779,2555,True
12,27602,76,Dining Out,586,2024-07-13 02:01:15.642422,Good,15409,12193,609,True
12,27602,77,Health,2114,2024-07-13 02:01:15.642422,Bad,17523,10079,2015,True
12,27602,78,Health,288,2024-07-18 02:01:15.642422,Good,17811,9791,1958,True
12,27602,79,Travel,541,2024-07-19 02:01:15.642422,Bad,18352,9250,370,True
12,27602,80,Travel,833,2024-07-19 02:01:15.642422,Bad,19185,8417,336,True
12,27602,81,Utilities,73,2024-07-22 02:01:15.642422,Good,19258,8344,1668,True
12,27602,82,Entertainment,534,2024-07-22 02:01:15.642422,Good,19792,7810,781,True
12,27602,83,Education,123,2024-07-23 02:01:15.642422,Good,19915,7687,1153,True
12,27602,84,Travel,266,2024-07-25 02:01:15.642422,Good,20181,7421,296,True
12,27602,85,Entertainment,571,2024-07-26 02:01:15.642422,Good,20752,6850,685,True
12,27602,86,Education,68,2024-07-28 02:01:15.642422,Good,20820,6782,1017,True
12,27602,87,Mall,684,2024-07-30 02:01:15.642422,Bad,21504,6098,304,True
12,27602,88,Groceries,85,2024-07-31 02:01:15.642422,Good,21589,6013,1803,True
12,27602,89,Clothing,321,2024-07-31 02:01:15.642422,Bad,21910,5692,284,True
12,27602,90,Travel,271,2024-07-31 02:01:15.642422,Bad,22181,5421,216,True
12,27602,91,Utilities,585,2024-07-31 02:01:15.642422,Good,22766,4836,967,True
12,27602,92,Clothing,1479,2024-08-01 02:01:15.642422,Bad,1479,26123,1306,True
12,27602,93,Groceries,2138,2024-08-05 02:01:15.642422,Good,3617,23985,7195,True
12,27602,94,Clothing,167,2024-08-06 02:01:15.642422,Good,3784,23818,1190,True
12,27602,95,Education,2164,2024-08-07 02:01:15.642422,Good,5948,21654,3248,True
12,27602,96,Education,2637,2024-08-09 02:01:15.642422,Good,8585,19017,2852,True
12,27602,97,Dining Out,1361,2024-08-09 02:01:15.642422,Bad,9946,17656,882,True
12,27602,98,Groceries,2756,2024-08-09 02:01:15.642422,Good,12702,14900,4470,True
12,27602,99,Travel,112,2024-08-10 02:01:15.642422,Good,12814,14788,591,True
12,27602,100,Groceries,4743,2024-08-11 02:01:15.642422,Bad,17557,10045,3013,True
12,27602,101,Education,1255,2024-08-16 02:01:15.642422,Good,18812,8790,1318,True
12,27602,102,Education,1112,2024-08-18 02:01:15.642422,Good,19924,7678,1151,True
12,27602,103,Groceries,111,2024-08-18 02:01:15.642422,Good,20035,7567,2270,True
12,27602,104,Entertainment,810,2024-08-19 02:01:15.642422,Bad,20845,6757,675,True
12,27602,105,Health,1693,2024-08-20 02:01:15.642422,Bad,22538,5064,1012,True
12,27602,106,Mall,277,2024-08-20 02:01:15.642422,Bad,22815,4787,239,True
12,27602,107,Clothing,97,2024-08-21 02:01:15.642422,Good,22912,4690,234,True
12,27602,108,Groceries,1432,2024-08-21 02:01:15.642422,Bad,24344,3258,977,True
12,27602,109,Clothing,451,2024-08-25 02:01:15.642422,Bad,24795,2807,140,True
12,27602,110,Entertainment,453,2024-08-29 02:01:15.642422,Bad,25248,2354,235,True
12,27602,111,Utilities,353,2024-08-31 02:01:15.642422,Good,25601,2001,400,True
12,27602,112,Groceries,92,2024-09-01 02:01:15.642422,Good,92,27510,8253,True
12,27602,113,Education,1640,2024-09-02 02:01:15.642422,Good,1732,25870,3880,True
12,27602,114,Entertainment,989,2024-09-02 02:01:15.642422,Good,2721,24881,2488,True
12,27602,115,Health,1053,2024-09-02 02:01:15.642422,Good,3774,23828,4765,True
12,27602,116,Travel,1027,2024-09-03 02:01:15.642422,Bad,4801,22801,912,True
12,27602,117,Entertainment,2430,2024-09-05 02:01:15.642422,Bad,7231,20371,2037,True
12,27602,118,Clothing,861,2024-09-06 02:01:15.642422,Good,8092,19510,975,True
12,27602,119,Entertainment,2008,2024-09-10 02:01:15.642422,Bad,10100,17502,1750,True
12,27602,120,Mall,1190,2024-09-11 02:01:15.642422,Bad,11290,16312,815,True
12,27602,121,Travel,558,2024-09-14 02:01:15.642422,Good,11848,15754,630,True
12,27602,122,Utilities,2414,2024-09-14 02:01:15.642422,Good,14262,13340,2668,True
12,27602,123,Travel,979,2024-09-21 02:01:15.642422,Bad,15241,12361,494,True
12,27602,124,Utilities,2318,2024-09-23 02:01:15.642422,Bad,17559,10043,2008,True
12,27602,125,Utilities,1691,2024-09-24 02:01:15.642422,Bad,19250,8352,1670,True
12,27602,126,Entertainment,389,2024-09-25 02:01:15.642422,Good,19639,7963,796,True
12,27602,127,Utilities,275,2024-09-25 02:01:15.642422,Good,19914,7688,1537,True
12,27602,128,Mall,766,2024-09-26 02:01:15.642422,Bad,20680,6922,346,True
12,27602,129,Travel,736,2024-09-26 02:01:15.642422,Bad,21416,6186,247,True
12,27602,130,Dining Out,397,2024-09-27 02:01:15.642422,Bad,21813,5789,289,True
12,27602,131,Entertainment,578,2024-09-27 02:01:15.642422,Bad,22391,5211,521,True
12,27602,132,Entertainment,402,2024-09-28 02:01:15.642422,Good,22793,4809,480,True
12,27602,133,Groceries,579,2024-09-30 02:01:15.642422,Good,23372,4230,1269,True
12,27602,134,Mall,141,2024-10-01 02:01:15.642422,Good,141,27461,1373,True
12,27602,135,Education,4078,2024-10-02 02:01:15.642422,Bad,4219,23383,3507,True
12,27602,136,Dining Out,98,2024-10-02 02:01:15.642422,Good,4317,23285,1164,True
12,27602,137,Travel,277,2024-10-03 02:01:15.642422,Good,4594,23008,920,True
12,27602,138,Entertainment,1295,2024-10-05 02:01:15.642422,Good,5889,21713,2171,True
12,27602,139,Clothing,157,2024-10-07 02:01:15.642422,Good,6046,21556,1077,True
13,15935,1,Entertainment,364,2024-04-12 02:01:15.643422,Good,364,15571,1557,True
13,15935,2,Dining Out,1242,2024-04-13 02:01:15.643422,Bad,1606,14329,716,True
13,15935,3,Education,2102,2024-04-14 02:01:15.643422,Bad,3708,12227,1834,True
13,15935,4,Mall,824,2024-04-15 02:01:15.643422,Bad,4532,11403,570,True
13,15935,5,Utilities,2410,2024-04-17 02:01:15.643422,Bad,6942,8993,1798,True
13,15935,6,Education,604,2024-04-21 02:01:15.643422,Good,7546,8389,1258,True
13,15935,7,Travel,320,2024-04-22 02:01:15.643422,Good,7866,8069,322,True
13,15935,8,Dining Out,575,2024-04-22 02:01:15.643422,Bad,8441,7494,374,True
13,15935,9,Mall,809,2024-04-22 02:01:15.643422,Bad,9250,6685,334,True
13,15935,10,Entertainment,1133,2024-04-23 02:01:15.643422,Bad,10383,5552,555,True
13,15935,11,Mall,169,2024-04-23 02:01:15.643422,Good,10552,5383,269,True
13,15935,12,Utilities,1132,2024-04-24 02:01:15.643422,Bad,11684,4251,850,True
13,15935,13,Education,104,2024-04-27 02:01:15.643422,Good,11788,4147,622,True
13,15935,14,Education,403,2024-04-29 02:01:15.643422,Good,12191,3744,561,True
13,15935,15,Health,244,2024-04-29 02:01:15.643422,Good,12435,3500,700,True
13,15935,16,Entertainment,755,2024-04-29 02:01:15.643422,Bad,13190,2745,274,True
13,15935,17,Mall,981,2024-05-02 02:01:15.643422,Bad,981,14954,747,True
13,15935,18,Groceries,3528,2024-05-02 02:01:15.643422,Bad,4509,11426,3427,True
13,15935,19,Health,2137,2024-05-03 02:01:15.643422,Bad,6646,9289,1857,True
13,15935,20,Health,1842,2024-05-03 02:01:15.643422,Bad,8488,7447,1489,True
13,15935,21,Dining Out,60,2024-05-09 02:01:15.643422,Good,8548,7387,369,True
13,15935,22,Entertainment,1090,2024-05-10 02:01:15.643422,Bad,9638,6297,629,True
13,15935,23,Health,1359,2024-05-10 02:01:15.643422,Bad,10997,4938,987,True
13,15935,24,Groceries,122,2024-05-12 02:01:15.643422,Good,11119,4816,1444,True
13,15935,25,Health,810,2024-05-14 02:01:15.643422,Bad,11929,4006,801,True
13,15935,26,Groceries,735,2024-05-14 02:01:15.643422,Good,12664,3271,981,True
13,15935,27,Health,565,2024-05-16 02:01:15.643422,Bad,13229,2706,541,True
13,15935,28,Travel,28,2024-05-17 02:01:15.643422,Good,13257,2678,107,True
13,15935,29,Mall,274,2024-05-17 02:01:15.643422,Bad,13531,2404,120,True
13,15935,30,Mall,563,2024-05-18 02:01:15.643422,Bad,14094,1841,92,True
13,15935,31,Entertainment,628,2024-05-21 02:01:15.643422,Bad,14722,1213,121,True
13,15935,32,Groceries,515,2024-05-26 02:01:15.643422,Bad,15237,698,209,True
13,15935,33,Travel,258,2024-05-27 02:01:15.643422,Bad,15495,440,17,True
13,15935,34,Travel,468,2024-05-29 02:01:15.643422,Out of Budget,15963,-28,-1,True
14,23671,1,Clothing,1158,2024-04-12 02:01:15.643422,Bad,1158,22513,1125,True
14,23671,2,Entertainment,2571,2024-04-12 02:01:15.643422,Bad,3729,19942,1994,True
14,23671,3,Entertainment,39,2024-04-13 02:01:15.643422,Good,3768,19903,1990,True
14,23671,4,Clothing,1427,2024-04-14 02:01:15.643422,Bad,5195,18476,923,True
14,23671,5,Clothing,584,2024-04-14 02:01:15.643422,Good,5779,17892,894,True
14,23671,6,Clothing,943,2024-04-16 02:01:15.643422,Bad,6722,16949,847,True
14,23671,7,Travel,772,2024-04-19 02:01:15.643422,Bad,7494,16177,647,True
14,23671,8,Groceries,38,2024-04-20 02:01:15.643422,Good,7532,16139,4841,True
14,23671,9,Dining Out,507,2024-04-21 02:01:15.643422,Good,8039,15632,781,True
14,23671,10,Education,765,2024-04-24 02:01:15.643422,Good,8804,14867,2230,True
14,23671,11,Mall,560,2024-04-24 02:01:15.643422,Good,9364,14307,715,True
14,23671,12,Clothing,1036,2024-04-24 02:01:15.643422,Bad,10400,13271,663,True
14,23671,13,Clothing,526,2024-04-25 02:01:15.643422,Good,10926,12745,637,True
14,23671,14,Mall,971,2024-04-25 02:01:15.643422,Bad,11897,11774,588,True
14,23671,15,Mall,593,2024-04-26 02:01:15.643422,Bad,12490,11181,559,True
14,23671,16,Dining Out,470,2024-04-26 02:01:15.643422,Good,12960,10711,535,True
14,23671,17,Groceries,1234,2024-04-27 02:01:15.643422,Good,14194,9477,2843,True
14,23671,18,Dining Out,344,2024-04-29 02:01:15.643422,Good,14538,9133,456,True
14,23671,19,Groceries,1017,2024-04-30 02:01:15.643422,Good,15555,8116,2434,True
14,23671,20,Travel,183,2024-05-02 02:01:15.643422,Good,183,23488,939,True
14,23671,21,Health,1668,2024-05-04 02:01:15.643422,Good,1851,21820,4364,True
14,23671,22,Mall,292,2024-05-05 02:01:15.643422,Good,2143,21528,1076,True
14,23671,23,Utilities,4059,2024-05-06 02:01:15.643422,Bad,6202,17469,3493,True
14,23671,24,Entertainment,2134,2024-05-06 02:01:15.643422,Bad,8336,15335,1533,True
14,23671,25,Dining Out,1018,2024-05-07 02:01:15.643422,Bad,9354,14317,715,True
14,23671,26,Groceries,559,2024-05-09 02:01:15.643422,Good,9913,13758,4127,True
14,23671,27,Dining Out,334,2024-05-10 02:01:15.643422,Good,10247,13424,671,True
14,23671,28,Clothing,1038,2024-05-13 02:01:15.643422,Bad,11285,12386,619,True
14,23671,29,Entertainment,65,2024-05-17 02:01:15.643422,Good,11350,12321,1232,True
14,23671,30,Entertainment,1346,2024-05-17 02:01:15.643422,Bad,12696,10975,1097,True
14,23671,31,Entertainment,1019,2024-05-19 02:01:15.643422,Bad,13715,9956,995,True
14,23671,32,Entertainment,96,2024-05-20 02:01:15.643422,Good,13811,9860,986,True
14,23671,33,Entertainment,650,2024-05-20 02:01:15.643422,Good,14461,9210,921,True
14,23671,34,Education,693,2024-05-21 02:01:15.643422,Good,15154,8517,1277,True
14,23671,35,Dining Out,266,2024-05-21 02:01:15.643422,Good,15420,8251,412,True
14,23671,36,Groceries,2950,2024-05-22 02:01:15.643422,Bad,18370,5301,1590,True
14,23671,37,Health,1094,2024-05-28 02:01:15.643422,Bad,19464,4207,841,True
14,23671,38,Utilities,168,2024-05-28 02:01:15.643422,Good,19632,4039,807,True
14,23671,39,Mall,530,2024-05-30 02:01:15.643422,Bad,20162,3509,175,True
14,23671,40,Clothing,15,2024-05-31 02:01:15.643422,Good,20177,3494,174,True
14,23671,41,Entertainment,1254,2024-06-01 02:01:15.643422,Good,1254,22417,2241,True
14,23671,42,Clothing,303,2024-06-01 02:01:15.643422,Good,1557,22114,1105,True
14,23671,43,Groceries,4392,2024-06-03 02:01:15.643422,Good,5949,17722,5316,True
14,23671,44,Health,1996,2024-06-04 02:01:15.643422,Good,7945,15726,3145,True
14,23671,45,Dining Out,119,2024-06-04 02:01:15.643422,Good,8064,15607,780,True
14,23671,46,Entertainment,55,2024-06-04 02:01:15.643422,Good,8119,15552,1555,True
14,23671,47,Travel,275,2024-06-06 02:01:15.643422,Good,8394,15277,611,True
14,23671,48,Groceries,3226,2024-06-09 02:01:15.643422,Good,11620,12051,3615,True
14,23671,49,Groceries,3058,2024-06-10 02:01:15.643422,Bad,14678,8993,2697,True
14,23671,50,Groceries,840,2024-06-12 02:01:15.643422,Good,15518,8153,2445,True
14,23671,51,Utilities,1198,2024-06-12 02:01:15.643422,Good,16716,6955,1391,True
14,23671,52,Entertainment,1125,2024-06-12 02:01:15.643422,Bad,17841,5830,583,True
14,23671,53,Groceries,2003,2024-06-13 02:01:15.643422,Bad,19844,3827,1148,True
14,23671,54,Entertainment,449,2024-06-18 02:01:15.643422,Bad,20293,3378,337,True
14,23671,55,Utilities,60,2024-06-18 02:01:15.643422,Good,20353,3318,663,True
14,23671,56,Groceries,625,2024-06-20 02:01:15.643422,Good,20978,2693,807,True
14,23671,57,Education,468,2024-06-23 02:01:15.643422,Bad,21446,2225,333,True
14,23671,58,Utilities,281,2024-06-24 02:01:15.643422,Good,21727,1944,388,True
14,23671,59,Education,667,2024-06-27 02:01:15.643422,Bad,22394,1277,191,True
14,23671,60,Dining Out,335,2024-06-27 02:01:15.643422,Bad,22729,942,47,True
14,23671,61,Education,255,2024-06-27 02:01:15.643422,Bad,22984,687,103,True
14,23671,62,Groceries,555,2024-06-28 02:01:15.643422,Bad,23539,132,39,True
14,23671,63,Education,146,2024-06-30 02:01:15.643422,Out of Budget,23685,-14,-2,True
14,23671,64,Groceries,6812,2024-07-01 02:01:15.643422,Bad,6812,16859,5057,True
14,23671,65,Dining Out,437,2024-07-02 02:01:15.643422,Good,7249,16422,821,True
14,23671,66,Education,2847,2024-07-02 02:01:15.643422,Bad,10096,13575,2036,True
14,23671,67,Travel,102,2024-07-04 02:01:15.643422,Good,10198,13473,538,True
14,23671,68,Utilities,1046,2024-07-05 02:01:15.643422,Good,11244,12427,2485,True
14,23671,69,Mall,261,2024-07-05 02:01:15.643422,Good,11505,12166,608,True
14,23671,70,Clothing,937,2024-07-06 02:01:15.643422,Bad,12442,11229,561,True
14,23671,71,Education,625,2024-07-06 02:01:15.643422,Good,13067,10604,1590,True
14,23671,72,Health,632,2024-07-07 02:01:15.643422,Good,13699,9972,1994,True
14,23671,73,Dining Out,144,2024-07-08 02:01:15.643422,Good,13843,9828,491,True
14,23671,74,Groceries,1156,2024-07-08 02:01:15.643422,Good,14999,8672,2601,True
14,23671,75,Education,441,2024-07-10 02:01:15.643422,Good,15440,8231,1234,True
14,23671,76,Groceries,2057,2024-07-11 02:01:15.643422,Bad,17497,6174,1852,True
14,23671,77,Clothing,202,2024-07-12 02:01:15.643422,Good,17699,5972,298,True
14,23671,78,Clothing,59,2024-07-12 02:01:15.643422,Good,17758,5913,295,True
14,23671,79,Entertainment,134,2024-07-14 02:01:15.643422,Good,17892,5779,577,True
14,23671,80,Health,76,2024-07-16 02:01:15.643422,Good,17968,5703,1140,True
14,23671,81,Mall,492,2024-07-25 02:01:15.643422,Bad,18460,5211,260,True
14,23671,82,Education,499,2024-07-27 02:01:15.643422,Good,18959,4712,706,True
14,23671,83,Groceries,629,2024-07-29 02:01:15.643422,Good,19588,4083,1224,True
14,23671,84,Dining Out,469,2024-07-31 02:01:15.643422,Bad,20057,3614,180,True
14,23671,85,Mall,140,2024-07-31 02:01:15.643422,Good,20197,3474,173,True
14,23671,86,Groceries,4990,2024-08-01 02:01:15.643422,Good,4990,18681,5604,True
14,23671,87,Travel,465,2024-08-01 02:01:15.643422,Good,5455,18216,728,True
14,23671,88,Clothing,1273,2024-08-02 02:01:15.643422,Bad,6728,16943,847,True
14,23671,89,Health,3015,2024-08-04 02:01:15.643422,Bad,9743,13928,2785,True
14,23671,90,Education,2313,2024-08-06 02:01:15.643422,Bad,12056,11615,1742,True
14,23671,91,Entertainment,420,2024-08-07 02:01:15.643422,Good,12476,11195,1119,True
14,23671,92,Dining Out,110,2024-08-07 02:01:15.643422,Good,12586,11085,554,True
14,23671,93,Entertainment,196,2024-08-10 02:01:15.643422,Good,12782,10889,1088,True
14,23671,94,Mall,181,2024-08-12 02:01:15.643422,Good,12963,10708,535,True
14,23671,95,Travel,715,2024-08-12 02:01:15.643422,Bad,13678,9993,399,True
14,23671,96,Utilities,2484,2024-08-13 02:01:15.643422,Bad,16162,7509,1501,True
14,23671,97,Clothing,233,2024-08-16 02:01:15.643422,Good,16395,7276,363,True
14,23671,98,Groceries,1697,2024-08-16 02:01:15.643422,Bad,18092,5579,1673,True
14,23671,99,Entertainment,814,2024-08-19 02:01:15.643422,Bad,18906,4765,476,True
14,23671,100,Travel,671,2024-08-21 02:01:15.643422,Bad,19577,4094,163,True
14,23671,101,Entertainment,757,2024-08-26 02:01:15.643422,Bad,20334,3337,333,True
14,23671,102,Education,991,2024-08-26 02:01:15.643422,Bad,21325,2346,351,True
14,23671,103,Education,685,2024-08-27 02:01:15.643422,Bad,22010,1661,249,True
14,23671,104,Groceries,947,2024-08-30 02:01:15.643422,Bad,22957,714,214,True
14,23671,105,Education,3998,2024-09-02 02:01:15.643422,Bad,3998,19673,2950,True
14,23671,106,Clothing,1226,2024-09-05 02:01:15.643422,Bad,5224,18447,922,True
14,23671,107,Health,1705,2024-09-06 02:01:15.643422,Good,6929,16742,3348,True
14,23671,108,Mall,787,2024-09-08 02:01:15.643422,Good,7716,15955,797,True
14,23671,109,Education,597,2024-09-09 02:01:15.643422,Good,8313,15358,2303,True
14,23671,110,Dining Out,518,2024-09-09 02:01:15.643422,Good,8831,14840,742,True
14,23671,111,Groceries,2892,2024-09-11 02:01:15.643422,Good,11723,11948,3584,True
14,23671,112,Clothing,899,2024-09-13 02:01:15.643422,Bad,12622,11049,552,True
14,23671,113,Health,441,2024-09-13 02:01:15.643422,Good,13063,10608,2121,True
14,23671,114,Groceries,325,2024-09-14 02:01:15.643422,Good,13388,10283,3084,True
14,23671,115,Mall,622,2024-09-16 02:01:15.643422,Bad,14010,9661,483,True
14,23671,116,Entertainment,1432,2024-09-16 02:01:15.643422,Bad,15442,8229,822,True
14,23671,117,Education,149,2024-09-22 02:01:15.643422,Good,15591,8080,1212,True
14,23671,118,Health,1065,2024-09-23 02:01:15.643422,Good,16656,7015,1403,True
14,23671,119,Mall,74,2024-09-23 02:01:15.643422,Good,16730,6941,347,True
14,23671,120,Health,160,2024-09-24 02:01:15.643422,Good,16890,6781,1356,True
14,23671,121,Utilities,148,2024-09-27 02:01:15.643422,Good,17038,6633,1326,True
14,23671,122,Health,1199,2024-09-30 02:01:15.643422,Bad,18237,5434,1086,True
14,23671,123,Utilities,2060,2024-10-02 02:01:15.643422,Good,2060,21611,4322,True
14,23671,124,Education,1245,2024-10-02 02:01:15.643422,Good,3305,20366,3054,True
14,23671,125,Clothing,1262,2024-10-03 02:01:15.643422,Bad,4567,19104,955,True
14,23671,126,Groceries,5807,2024-10-04 02:01:15.643422,Bad,10374,13297,3989,True
14,23671,127,Groceries,2424,2024-10-04 02:01:15.643422,Good,12798,10873,3261,True
